InteractorA	InteractorB	Sources	CrossConfidence	StandardConfidence	PublicationCount	Publications
Q86YS6	P05067	Biogrid	1	1	1	21832049
Q8IU85	P05067	Biogrid	1	1	1	21832049
Q8IUD2	P05067	Biogrid	1	1	1	21832049
Q8IUE6	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8IUF8	P05067	Biogrid	1	1	1	21832049
Q8IUX1	P05067	Biogrid	1	1	1	21832049
Q8IV03	P05067	Biogrid	1	1	1	21832049
Q8IV04	P05067	Biogrid	1	1	1	21832049
Q8IV33	P05067	Biogrid	1	1	1	21832049
Q8IV53	P05067	Biogrid	1	1	1	21832049
Q8IV56	P05067	Biogrid	1	1	1	21832049
Q8IV61	P05067	Biogrid	1	1	1	21832049
Q8IV76	P05067	Biogrid	1	1	1	21832049
Q8IVC4	P05067	intact	2	2	1	31413325
Q8IVF7	P05067	Biogrid	1	1	1	21832049
Q8IVG9	P05067	Hprd	2	2	1	12895653
Q8IVW4	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8IVW6	P05067	Biogrid	1	1	1	21832049
Q8IW19	P05067	Biogrid	1	1	1	21832049
Q8IWA6	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8IWB9	P05067	Biogrid	1	1	1	21832049
Q8IWV2	P05067	intact	1	1	1	18272596
Q8IX90	P05067	Biogrid	1	1	1	21832049
Q8IXJ9	P05067	Biogrid	1	1	1	21832049
Q8IXK2	P05067	Biogrid	1	1	1	21832049
Q8IXL6	P05067	intact	1	1	1	22582013
Q8IXP5	P05067	Biogrid	1	1	1	21832049
Q8IXQ8	P05067	Biogrid	1	1	1	21832049
Q8IXS8	P05067	Biogrid	1	1	1	21832049
Q8IXX5	P05067	Biogrid	1	1	1	21832049
Q8IY84	P05067	Biogrid	1	1	1	21832049
Q8IY92	P05067	Biogrid	1	1	1	21832049
Q8IYB0	P05067	Biogrid	1	1	1	21832049
Q8IYB5	P05067	Biogrid	1	1	1	21832049
Q8IYD1	P05067	Biogrid	1	1	1	21832049
Q8IYD8	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8IYL3	P05067	Biogrid	1	1	1	21832049
Q8IYM1	P05067	Biogrid	1	1	1	21832049
Q8IYN2	P05067	Biogrid	1	1	1	21832049
Q8IYP9	P05067	Biogrid	1	1	1	21832049
Q8IYX1	P05067	Biogrid	1	1	1	21832049
Q8IYY4	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8IZ21	P05067	Biogrid	1	1	1	21832049
Q8IZ69	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8IZ73	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8N0U7	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8N0X7	P05067	Biogrid	1	1	1	21832049
Q8N0Z8	P05067	Biogrid	1	1	1	21832049
Q8N108	P05067	Biogrid	1	1	1	21832049
Q8N112	P05067	Biogrid	1	1	1	21832049
Q8N138	P05067	Biogrid	1	1	1	21832049
Q8N187	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8N264	P05067	Biogrid	1	1	1	21832049
Q8N2H9	P05067	Biogrid	1	1	1	21832049
Q8N2I2	P05067	intact	2	2	1	31413325
Q8N2I9	P05067	Biogrid	1	1	1	21832049
Q8N2M8	P05067	Biogrid	1	1	1	21832049
Q8N2Z9	P05067	Biogrid	1	1	1	21832049
Q8N365	P05067	Biogrid	1	1	1	21832049
Q8N3C7	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8N3F0	P05067	Biogrid	1	1	1	21832049
Q8N3Z3	P05067	Biogrid	1	1	1	21832049
Q8N427	P05067	Biogrid	1	1	1	21832049
Q8N490	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8N4H5	P05067	Biogrid	1	1	1	21832049
Q8N4J0	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8N4P3	P05067	Biogrid	1	1	1	21832049
Q8N4Q0	P05067	Biogrid	1	1	1	21832049
Q8N4U5	P05067	Biogrid	1	1	1	21832049
Q8N4V1	P05067	Biogrid	1	1	1	21832049
Q8N4X5	P05067	Biogrid	1	1	1	21832049
Q8N4Y2	P05067	Biogrid	1	1	1	21832049
Q8N5C7	P05067	Biogrid	1	1	1	21832049
Q8N5I2	P05067	Biogrid	1	1	1	21832049
Q8N5I4	P05067	Biogrid	1	1	1	21832049
Q8N5J4	P05067	Biogrid	1	1	1	21832049
Q8N5K1	P05067	Biogrid	1	1	1	21832049
Q8N5M1	P05067	Biogrid	1	1	1	21832049
Q8N5M9	P05067	Biogrid	1	1	1	21832049
Q8N5R6	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8N5S9	P05067	Biogrid	1	1	1	21832049
Q8N5Y2	P05067	Biogrid	1	1	1	21832049
Q8N682	P05067	Biogrid	1	1	1	21832049
Q8N6L1	P05067	Biogrid	1	1	1	21832049
Q8N6Q8	P05067	Biogrid	1	1	1	21832049
Q8N6S5	P05067	Biogrid	1	1	1	21832049
Q8N6T3	P05067	Biogrid	1	1	1	21832049
Q8N841	P05067	Biogrid	1	1	1	21832049
Q8N865	P05067	Biogrid	1	1	1	21832049
Q8N8B7	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8N8D1	P05067	Biogrid	1	1	1	21832049
Q8N8F7	P05067	Biogrid	1	1	1	21832049
Q8N8V4	P05067	Biogrid	1	1	1	21832049
Q8N987	P05067	Biogrid	1	1	1	21832049
Q8N9K5	P05067	intact	2	2	1	31413325
Q8N9V2	P05067	Biogrid	1	1	1	21832049
Q8N9Z9	P05067	Biogrid	1	1	1	21832049
Q8NA03	P05067	Biogrid	1	1	1	21832049
Q8NA19	P05067	Biogrid	1	1	1	21832049
Q8NA70	P05067	Biogrid	1	1	1	21832049
Q8NA82	P05067	Biogrid	1	1	1	21832049
Q8NAT1	P05067	Biogrid	1	1	1	21832049
Q8NAV1	P05067	Biogrid	1	1	1	21832049
Q8NB25	P05067	Biogrid	1	1	1	21832049
Q8NB37	P05067	Biogrid	1	1	1	21832049
Q8NBB4	P05067	Biogrid	1	1	1	21832049
Q8NBS9	P05067	Biogrid	1	1	1	21832049
Q8NBT2	P05067	Biogrid	1	1	1	21832049
Q8NC06	P05067	Biogrid	1	1	1	21832049
Q8NC51	P05067	Biogrid	1	1	1	21832049
Q8NC54	P05067	Biogrid	1	1	1	21832049
Q8NC96	P05067	Biogrid	1	1	1	21832049
Q8NCB2	P05067	Biogrid	1	1	1	21832049
Q8NCE2	P05067	Biogrid	1	1	1	21832049
Q8NCV1	P05067	Biogrid	1	1	1	21832049
Q8ND30	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8ND61	P05067	Biogrid	1	1	1	21832049
Q8ND71	P05067	Biogrid	1	1	1	21832049
Q8NDD1	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8NDN9	P05067	Biogrid	1	1	1	21832049
Q8NDX6	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8NDZ0	P05067	Biogrid	1	1	1	21832049
Q8NE71	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8NEA5	P05067	Biogrid	1	1	1	21832049
Q8NEG7	P05067	Biogrid	1	1	1	21832049
Q8NEQ6	P05067	Biogrid	1	1	1	21832049
Q8NES3	P05067	Biogrid	1	1	1	21832049
Q8NEY1	P05067	Biogrid	1	1	1	21832049
Q8NEY3	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8NEY8	P05067	Biogrid	1	1	1	21832049
Q8NEZ2	P05067	Biogrid	1	1	1	21832049
Q8NF86	P05067	Biogrid	1	1	1	21832049
Q8NFG4	P05067	Biogrid	1	1	1	21832049
Q8NFV4	P05067	Biogrid	1	1	1	21832049
Q8NFW8	P05067	Biogrid	1	1	1	21832049
Q8NFZ5	P05067	Biogrid	1	1	1	21832049
Q8NG66	P05067	Biogrid	1	1	1	21832049
Q8NGJ1	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8NHQ8	P05067	Biogrid	1	1	1	21832049
Q8NHQ9	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8NHR7	P05067	Biogrid	1	1	1	21832049
Q8NI22	P05067	Biogrid	1	1	1	21832049
Q8TA86	P05067	Biogrid	1	1	1	21832049
Q8TAA1	P05067	Biogrid	1	1	1	21832049
Q8TAE8	P05067	Biogrid	1	1	1	21832049
Q8TAG9	P05067	"intact, Biogrid"	1	1	1	21163940
Q8TAL5	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8TAM6	P05067	Biogrid	1	1	1	21832049
Q8TAV4	P05067	Biogrid	1	1	1	21832049
Q8TAV5	P05067	Biogrid	1	1	1	21832049
Q8TAX9	P05067	Biogrid	1	1	1	21832049
Q8TAZ6	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8TB45	P05067	Biogrid	1	1	1	21832049
Q8TBB1	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8TBC5	P05067	Biogrid	1	1	1	21832049
Q8TBG4	P05067	Biogrid	1	1	1	21832049
Q8TBJ5	P05067	intact	2	2	1	31413325
Q8TBM8	P05067	Biogrid	1	1	1	21832049
Q8TBX8	P05067	Biogrid	1	1	1	21832049
Q8TC36	P05067	Biogrid	1	1	1	21832049
Q8TCP9	P05067	Biogrid	1	1	1	21832049
Q8TCT0	P05067	Biogrid	1	1	1	21832049
Q8TD30	P05067	Biogrid	1	1	1	21832049
Q8TD55	P05067	Biogrid	1	1	1	21832049
Q8TDD1	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8TDH9	P05067	Biogrid	1	1	1	21832049
Q8TDQ0	P05067	Biogrid	1	1	1	21832049
Q8TDQ1	P05067	Biogrid	1	1	1	21832049
Q8TDR0	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8TDR4	P05067	Biogrid	1	1	1	21832049
Q8TE77	P05067	Biogrid	1	1	1	21832049
Q8TEA7	P05067	Biogrid	1	1	1	21832049
Q8TEC5	P05067	Biogrid	1	1	1	21832049
Q8TEQ8	P05067	Biogrid	1	1	1	21832049
Q8TER5	P05067	Biogrid	1	1	1	21832049
Q8TES7	P05067	Biogrid	1	1	1	21832049
Q8TEX9	P05067	Biogrid	1	1	1	21832049
Q8TF09	P05067	Biogrid	1	1	1	21832049
Q8TF39	P05067	Biogrid	1	1	1	21832049
Q8WTR7	P05067	intact	2	2	1	31413325
Q8WTV1	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8WU10	P05067	Biogrid	1	1	1	21832049
Q8WUD1	P05067	Biogrid	1	1	1	21832049
Q8WUH1	P05067	Biogrid	1	1	1	21832049
Q8WUX2	P05067	Biogrid	1	1	1	21832049
Q8WUZ0	P05067	Biogrid	1	1	1	21832049
Q8WV24	P05067	Biogrid	1	1	1	21832049
Q8WV44	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8WV48	P05067	Biogrid	1	1	1	21832049
Q8WVD3	P05067	Biogrid	1	1	1	21832049
Q8WVP5	P05067	Biogrid	1	1	1	21832049
Q8WW32	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8WW52	P05067	Biogrid	1	1	1	21832049
Q8WWC4	P05067	Biogrid	1	1	1	21832049
Q8WWF8	P05067	Biogrid	1	1	1	21832049
Q8WWH5	P05067	Biogrid	1	1	1	21832049
Q8WWL7	P05067	Biogrid	1	1	1	21832049
Q8WWU5	P05067	Biogrid	1	1	1	21832049
Q8WXB4	P05067	intact	2	2	1	31413325
Q8WXW3	P05067	Biogrid	1	1	1	21832049
Q8WY36	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8WY91	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q8WYA0	P05067	Biogrid	1	1	1	21832049
Q8WYJ6	P05067	Biogrid	1	1	1	21832049
Q8WYQ5	P05067	Biogrid	1	1	1	21832049
Q8WYR1	P05067	Biogrid	1	1	1	21832049
Q8WZ55	P05067	Biogrid	1	1	1	21832049
Q92478	P05067	Biogrid	1	1	1	21832049
Q92499	P05067	Biogrid	1	1	1	21832049
Q92519	P05067	Biogrid	1	1	1	21832049
Q92541	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q92542	P05067	"Biogrid, Hprd"	2	2	1	10993067
Q92630	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q92664	P05067	intact	2	2	1	31413325
Q92667	P05067	Biogrid	1	1	1	21832049
Q92673	P05067	Biogrid	2	2	1	17855360
Q92674	P05067	Biogrid	1	1	1	21832049
Q92688	P05067	Biogrid	1	1	1	21832049
Q92738	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q92772	P05067	Biogrid	1	1	1	21832049
Q92841	P05067	Biogrid	1	1	1	21832049
Q92844	P05067	Biogrid	1	1	1	21832049
Q92879	P05067	Biogrid	1	1	1	21832049
Q92882	P05067	Biogrid	1	1	1	21832049
Q92901	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q92905	P05067	"intact, Biogrid"	1	1	3	"31413325, 21832049, 23926111"
Q92917	P05067	Biogrid	1	1	1	21832049
Q92930	P05067	Biogrid	1	1	1	21832049
Q92956	P05067	Biogrid	1	1	1	21832049
Q92979	P05067	Biogrid	1	1	1	21832049
Q92989	P05067	Biogrid	1	1	1	21832049
Q92993	P05067	"Biogrid, Hprd"	1	1	6	"16223726, 12032152, 15331662, 15044485, 14699153, 21832049"
Q92994	P05067	Biogrid	1	1	1	21832049
Q93015	P05067	Biogrid	1	1	1	21832049
Q93070	P05067	Biogrid	1	1	1	21832049
Q93074	P05067	mint	1	1	1	21293490
Q93096	P05067	Biogrid	1	1	1	21832049
Q969D9	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q969F1	P05067	Biogrid	1	1	1	21832049
Q969K3	P05067	Biogrid	1	1	1	21832049
Q969Q1	P05067	Biogrid	1	1	1	21832049
Q969S3	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q969T3	P05067	Biogrid	1	1	1	21832049
Q969X6	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q969Y0	P05067	Biogrid	1	1	1	21832049
Q96A00	P05067	Biogrid	1	1	1	21832049
Q96A08	P05067	Biogrid	1	1	1	21832049
Q96A22	P05067	Biogrid	1	1	1	21832049
Q96A35	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96A61	P05067	Biogrid	1	1	1	21832049
Q96A73	P05067	Biogrid	1	1	1	21832049
Q96AB3	P05067	Biogrid	1	1	1	21832049
Q96AC1	P05067	Biogrid	1	1	1	21832049
Q96AG4	P05067	Biogrid	1	1	1	21832049
Q96AH8	P05067	Biogrid	1	1	1	21832049
Q96AJ1	P05067	Biogrid	1	1	1	21832049
Q96AQ9	P05067	Biogrid	1	1	1	21832049
Q96AT1	P05067	Biogrid	1	1	1	21832049
Q96B01	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96BJ3	P05067	Biogrid	1	1	1	21832049
Q96BR1	P05067	Biogrid	1	1	1	21832049
Q96BT3	P05067	Biogrid	1	1	1	21832049
Q96BX8	P05067	Biogrid	1	1	1	21832049
Q96BZ8	P05067	Biogrid	1	1	1	21832049
Q96BZ9	P05067	Biogrid	1	1	1	21832049
Q96C10	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96C19	P05067	Biogrid	1	1	1	21832049
Q96C36	P05067	Biogrid	1	1	1	21832049
Q96C45	P05067	Biogrid	1	1	1	21832049
Q96C74	P05067	Biogrid	1	1	1	21832049
Q96C92	P05067	Biogrid	1	1	1	21832049
Q96CB8	P05067	Biogrid	1	1	1	21832049
Q96CN9	P05067	Biogrid	1	1	1	21832049
Q96D59	P05067	Biogrid	1	1	1	21832049
Q96DA6	P05067	Biogrid	1	1	1	21832049
Q96DC9	P05067	Biogrid	1	1	1	21832049
Q96DI7	P05067	Biogrid	1	1	1	21832049
Q96DP5	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96DX7	P05067	Biogrid	1	1	1	21832049
Q96E09	P05067	Biogrid	1	1	1	21832049
Q96E11	P05067	Biogrid	1	1	1	21832049
Q96E29	P05067	Biogrid	1	1	1	21832049
Q96EL1	P05067	Biogrid	1	1	1	21832049
Q96EL2	P05067	Biogrid	1	1	1	21832049
Q96EL3	P05067	Biogrid	1	1	1	21832049
Q96EY4	P05067	Biogrid	1	1	1	21832049
Q96EY5	P05067	Biogrid	1	1	1	21832049
Q96F15	P05067	Biogrid	1	1	1	21832049
Q96FI4	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96FK6	P05067	Biogrid	1	1	1	21832049
Q96FN9	P05067	Biogrid	1	1	1	21832049
Q96FQ6	P05067	Biogrid	1	1	1	21832049
Q96FZ2	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96G21	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96G25	P05067	Biogrid	1	1	1	21832049
Q96G30	P05067	Biogrid	1	1	1	21832049
Q96G46	P05067	Biogrid	1	1	1	21832049
Q96GC5	P05067	Biogrid	1	1	1	21832049
Q96GD4	P05067	Biogrid	1	1	1	21832049
Q96GE9	P05067	Biogrid	1	1	1	21832049
Q96GF1	P05067	Biogrid	1	1	1	21832049
Q96GR2	P05067	Biogrid	1	1	1	21832049
Q96GW9	P05067	Biogrid	1	1	1	21832049
Q96GY0	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96GZ6	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96H79	P05067	Biogrid	1	1	1	21832049
Q96HR3	P05067	Biogrid	1	1	1	21832049
Q96HY6	P05067	Biogrid	1	1	1	21832049
Q96I24	P05067	Biogrid	1	1	1	21832049
Q96IK1	P05067	Biogrid	1	1	1	21832049
Q96IV0	P05067	Biogrid	1	1	1	21832049
Q96J77	P05067	Biogrid	1	1	1	21832049
Q96JB3	P05067	Biogrid	1	1	1	21832049
Q96JC9	P05067	Biogrid	1	1	1	21832049
Q96JJ7	P05067	Biogrid	1	1	1	21832049
Q96JX3	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96K30	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96KG9	P05067	Biogrid	1	1	1	21832049
Q96KJ9	P05067	Biogrid	1	1	1	21832049
Q96KN2	P05067	Biogrid	1	1	1	21832049
Q96KN8	P05067	Biogrid	1	1	1	21832049
Q96L08	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96L46	P05067	Biogrid	1	1	1	21832049
Q96LD4	P05067	Biogrid	1	1	1	21832049
Q96LJ8	P05067	Biogrid	1	1	1	21832049
Q96LM6	P05067	Biogrid	1	1	1	21832049
Q96LR4	P05067	Biogrid	1	1	1	21832049
Q96LR5	P05067	Biogrid	1	1	1	21832049
Q96LT7	P05067	Biogrid	1	1	1	21832049
Q96LT9	P05067	Biogrid	1	1	1	21832049
Q96M27	P05067	Biogrid	1	1	1	21832049
Q96M91	P05067	Biogrid	1	1	1	21832049
Q96M98	P05067	Biogrid	1	1	1	21832049
Q96MN5	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96MW7	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96MX0	P05067	Biogrid	1	1	1	21832049
Q96N20	P05067	Biogrid	1	1	1	21832049
Q96N21	P05067	Biogrid	1	1	1	21832049
Q96ND8	P05067	intact	2	2	1	31413325
Q96NJ5	P05067	Biogrid	1	1	1	21832049
Q96NM4	P05067	Biogrid	1	1	1	21832049
Q96NN9	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96NT0	P05067	Biogrid	1	1	1	21832049
Q96NT3	P05067	Biogrid	1	1	1	21832049
Q96P48	P05067	Biogrid	1	1	1	21832049
Q96P69	P05067	Biogrid	1	1	1	21832049
Q96P70	P05067	Biogrid	1	1	1	21832049
Q96P71	P05067	"Biogrid, Hprd"	1	1	2	"21832049, 12780348"
Q96PB7	P05067	Biogrid	1	1	1	21832049
Q96PE7	P05067	Biogrid	1	1	1	21832049
Q96PF2	P05067	Biogrid	1	1	1	21832049
Q96PI1	P05067	Biogrid	1	1	1	21832049
Q96PU8	P05067	Biogrid	1	1	1	21832049
Q96PY5	P05067	Biogrid	1	1	1	21832049
Q96QD8	P05067	Biogrid	1	1	1	21832049
Q96QH2	P05067	"intact, Biogrid"	1	1	1	21163940
Q96QK1	P05067	Biogrid	1	1	1	21832049
Q96RR4	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96RU7	P05067	Biogrid	1	1	1	21832049
Q96S59	P05067	Biogrid	2	2	1	19251705
Q96S79	P05067	Biogrid	1	1	1	21832049
Q96SB4	P05067	Biogrid	1	1	1	21832049
Q96T21	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q96T60	P05067	Biogrid	1	1	1	21832049
Q99469	P05067	Biogrid	1	1	1	21832049
Q99578	P05067	Biogrid	1	1	1	21832049
Q99612	P05067	Biogrid	1	1	1	21832049
Q99616	P05067	Biogrid	1	1	1	21832049
Q99618	P05067	Biogrid	1	1	1	21832049
Q99619	P05067	Biogrid	1	1	1	21832049
Q99661	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q99719	P05067	Biogrid	1	1	1	21832049
Q99755	P05067	Biogrid	1	1	1	21832049
Q99784	P05067	Biogrid	1	1	1	21832049
Q99798	P05067	Biogrid	1	1	1	21832049
Q99832	P05067	Biogrid	1	1	1	21832049
Q99856	P05067	Biogrid	1	1	1	21832049
Q99879	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q99962	P05067	Biogrid	1	1	1	21832049
Q99999	P05067	Biogrid	1	1	1	21832049
Q9BPW5	P05067	Biogrid	1	1	1	21832049
Q9BPX6	P05067	Biogrid	1	1	1	21832049
Q9BPZ3	P05067	Biogrid	1	1	1	21832049
Q9BQ04	P05067	Biogrid	1	1	1	21832049
Q9BQ48	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BQ61	P05067	Biogrid	1	1	1	21832049
Q9BQ95	P05067	Biogrid	1	1	1	21163940
Q9BQG0	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BQS8	P05067	Biogrid	1	1	1	21832049
Q9BQW3	P05067	Biogrid	1	1	1	21832049
Q9BR61	P05067	Biogrid	1	1	1	21832049
Q9BRC7	P05067	Biogrid	1	1	1	21832049
Q9BRJ6	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BRJ7	P05067	Biogrid	1	1	1	21832049
Q9BRK5	P05067	Biogrid	1	1	1	21832049
Q9BRL6	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BRP8	P05067	Biogrid	1	1	1	21832049
Q9BRQ6	P05067	Biogrid	1	1	1	21832049
Q9BRR8	P05067	Biogrid	1	1	1	21832049
Q9BRR9	P05067	Biogrid	1	1	1	21832049
Q9BRS2	P05067	Biogrid	1	1	1	21832049
Q9BRS8	P05067	Biogrid	1	1	1	21832049
Q9BRT6	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BRU9	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BRX8	P05067	Biogrid	1	1	1	21832049
Q9BSA9	P05067	Biogrid	1	1	1	21832049
Q9BSG1	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BSH4	P05067	Biogrid	1	1	1	21832049
Q9BSJ6	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BSL1	P05067	Biogrid	1	1	1	21832049
Q9BST9	P05067	Biogrid	1	1	1	21832049
Q9BSU1	P05067	Biogrid	1	1	1	21832049
Q9BSW7	P05067	Biogrid	1	1	1	21832049
Q9BT17	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BT25	P05067	Biogrid	1	1	1	21832049
Q9BT30	P05067	Biogrid	1	1	1	21832049
Q9BT49	P05067	Biogrid	1	1	1	21832049
Q9BT56	P05067	Biogrid	1	1	1	21832049
Q9BT81	P05067	Biogrid	1	1	1	21832049
Q9BTA9	P05067	Biogrid	1	1	1	21832049
Q9BTC0	P05067	Biogrid	1	1	1	21832049
Q9BTD8	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BTK6	P05067	Biogrid	1	1	1	21832049
Q9BTP7	P05067	Biogrid	1	1	1	21832049
Q9BTT6	P05067	Biogrid	1	1	1	21832049
Q9BTW9	P05067	Biogrid	1	1	1	21832049
Q9BU76	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BUA6	P05067	Biogrid	1	1	1	21832049
Q9BUB5	P05067	Biogrid	1	1	1	21832049
Q9BUG6	P05067	Biogrid	1	1	1	21832049
Q9BUH6	P05067	Biogrid	1	1	1	21832049
Q9BUH8	P05067	Biogrid	1	1	1	21832049
Q9BUI4	P05067	Biogrid	1	1	1	21832049
Q9BUN5	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BUN8	P05067	Biogrid	1	1	1	21832049
Q9BUV0	P05067	Biogrid	1	1	1	21832049
Q9BV57	P05067	Biogrid	1	1	1	21832049
Q9BV73	P05067	Biogrid	1	1	1	21832049
Q9BV86	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BVC5	P05067	Biogrid	1	1	1	21832049
Q9BVG8	P05067	Biogrid	1	1	1	21832049
Q9BVM2	P05067	Biogrid	1	1	1	21832049
Q9BVN2	P05067	Biogrid	1	1	1	21832049
Q9BVS4	P05067	Biogrid	1	1	1	21832049
Q9BVT8	P05067	Biogrid	1	1	1	21832049
Q9BVW5	P05067	Biogrid	1	1	1	21832049
Q9BW19	P05067	Biogrid	1	1	1	21832049
Q9BW66	P05067	Biogrid	1	1	1	21832049
Q9BW71	P05067	Biogrid	1	1	1	21832049
Q9BW72	P05067	Biogrid	1	1	1	21832049
Q9BW91	P05067	Biogrid	1	1	1	21832049
Q9BWC9	P05067	Biogrid	1	1	1	21832049
Q9BWD3	P05067	Biogrid	1	1	1	21832049
Q9BWF2	P05067	Biogrid	1	1	1	21832049
Q9BWN1	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BWS9	P05067	Biogrid	1	1	1	21832049
Q9BWT1	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BWT6	P05067	Biogrid	1	1	1	21832049
Q9BWU0	P05067	Biogrid	1	1	1	21832049
Q9BWW4	P05067	Biogrid	1	1	1	21832049
Q9BWX1	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BX68	P05067	Biogrid	1	1	1	21832049
Q9BXA6	P05067	Biogrid	1	1	1	21832049
Q9BXB4	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BXD5	P05067	Biogrid	1	1	1	21832049
Q9BXG8	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BXK5	P05067	Biogrid	1	1	1	21832049
Q9BXM9	P05067	Biogrid	1	1	1	21832049
Q9BXP5	P05067	Biogrid	1	1	1	21832049
Q9BXS6	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BY44	P05067	Biogrid	1	1	1	21832049
Q9BYC9	P05067	Biogrid	1	1	1	21832049
Q9BYD6	P05067	Biogrid	1	1	1	21832049
Q9BYG5	P05067	Biogrid	1	1	1	21832049
Q9BYJ0	P05067	Biogrid	1	1	1	21832049
Q9BYM8	P05067	Biogrid	1	1	1	21832049
Q9BYT3	P05067	Biogrid	1	1	1	21832049
Q9BYT8	P05067	Biogrid	1	1	1	21832049
Q9BYX4	P05067	Biogrid	1	1	1	21832049
Q9BZ67	P05067	Biogrid	1	1	1	21832049
Q9BZB8	P05067	Biogrid	1	1	2	"21832049, 21244100"
Q9BZC1	P05067	Biogrid	1	1	1	21832049
Q9BZE9	P05067	Biogrid	1	1	1	21832049
Q9BZJ8	P05067	Biogrid	1	1	1	21832049
Q9BZQ4	P05067	Biogrid	1	1	1	21832049
Q9BZV1	P05067	Biogrid	1	1	1	21832049
Q9GZM8	P05067	Biogrid	1	1	1	21832049
Q9GZP8	P05067	Biogrid	1	1	1	21832049
Q9GZT4	P05067	Biogrid	1	1	1	21832049
Q9GZU2	P05067	intact	2	2	1	31413325
